Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
31,"G Aiello, KP Valavanis, A Rizzo","Fixed-wing uav energy efficient 3d path planning in cluttered environments",2022,"Journal of Intelligent &Robotic Systems","Springer","https://link.springer.com/article/10.1007/s10846-022-01608-1","https://scholar.google.com/scholar?cites=14223279747196035397&as_sdt=2005&sciodt=2007&hl=en",72,"2025-09-15 17:37:58","","10.1007/s10846-022-01608-1","","",,,,,31,10.33,10,3,3,"… that achieve a desired communication topology, while minimiz… In [17], the UAV path planning problem has been modeled … He is the author of two books, two international patents, and …","https://link.springer.com/content/pdf/10.1007/s10846-022-01608-1.pdf","https://scholar.google.com/scholar?q=related:RaGgaJI9Y8UJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
2,"J Liu, X Wu, N Fu, H Pang, Z Ma, ...","Communication control system of UAV based On 5G network",2020,"Journal of Physics …","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/1742-6596/1650/2/022018/meta","https://scholar.google.com/scholar?cites=11639020245335562233&as_sdt=2005&sciodt=2007&hl=en",55,"2025-09-15 17:37:58","","10.1088/1742-6596/1650/2/022018","","",,,,,2,0.40,0,6,5,"… Finally, the background of the UAV flight scheduling and path planning, by marking points … to the communication motherboard in the order of number, the communication motherboard …","https://iopscience.iop.org/article/10.1088/1742-6596/1650/2/022018/pdf","https://scholar.google.com/scholar?q=related:-VfOOD8bhqEJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
213,"A Puente-Castro, D Rivero, A Pazos, ...","A review of artificial intelligence applied to path planning in UAV swarms",2022,"Neural Computing and …","Springer","https://link.springer.com/article/10.1007/s00521-021-06569-4","https://scholar.google.com/scholar?cites=9057788622144344014&as_sdt=2005&sciodt=2007&hl=en",20,"2025-09-15 17:37:58","","10.1007/s00521-021-06569-4","","",,,,,213,71.00,53,4,3,"… communication mechanisms between group members. More biologically puristic approaches employed mechanisms that mimicked communication by means of odor or pheromones. …","https://ruc.udc.es/bitstreams/8e7917ea-93b1-44b3-b6ef-666685ed08ae/download","https://scholar.google.com/scholar?q=related:zg99-cK6s30J:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
0,"G Xu","A comparative study of drones path planning and bezier curve optimization based on multi-strategy search algorithm",2025,"PLoS One","journals.plos.org","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0326633","",34,"2025-09-15 17:37:58","HTML","","","",,,,,0,0.00,0,1,1,"… path planning strategies for applications like drone obstacle … deployments and 14 recent patent innovations, the paper … The ACO algorithm mimics the behavior and communication …","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0326633","https://scholar.google.com/scholar?q=related:Ukz3glM_4DQJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
20,"S Ghambari, M Golabi, L Jourdan, J Lepagnot, ...","UAV path planning techniques: A survey",2024,"RAIRO-Operations …","rairo-ro.org","https://www.rairo-ro.org/articles/ro/abs/2024/04/ro220216/ro220216.html","https://scholar.google.com/scholar?cites=18103102686932316824&as_sdt=2005&sciodt=2007&hl=en",4,"2025-09-15 17:37:58","","","","",,,,,20,20.00,4,5,1,"… Antenna: the antenna is a critical component of the UAV’s communication system, allowing it to send and receive signals to and from ground stations or other aircraft. It is responsible for …","https://www.rairo-ro.org/articles/ro/pdf/2024/04/ro220216.pdf","https://scholar.google.com/scholar?q=related:mDIFu_ojO_sJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
1,"L Wang, X Yang, S Liu, H Liu, J Peng, ...","A Review of Research on Shortest Path Planning Algorithms for Mobile Robots",2024,"Recent Patents on …","benthamdirect.com","https://www.benthamdirect.com/content/journals/eng/10.2174/0118722121322545241015160200","https://scholar.google.com/scholar?cites=12357585214208718929&as_sdt=2005&sciodt=2007&hl=en",11,"2025-09-15 17:37:58","HTML","10.2174/0118722121322545241015160200","","",,,,,1,1.00,0,6,1,"… to better consider the geometry and connectivity of the environment, … Zhu proposed a multi-UAV cooperative region algorithm … The strategy uses the V-graph centroid to guide the UAV to …","https://www.benthamdirect.com/content/journals/eng/10.2174/0118722121322545241015160200","https://scholar.google.com/scholar?q=related:UbiHbkf2fqsJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
2,"H Liu, S Zhang, X Yang","Overview of Path Planning Algorithms",2024,"Recent Patents on Engineering","benthamdirect.com","https://www.benthamdirect.com/content/journals/eng/10.2174/1872212118666230828150857","https://scholar.google.com/scholar?cites=10453611124464676251&as_sdt=2005&sciodt=2007&hl=en",21,"2025-09-15 17:37:58","","10.2174/1872212118666230828150857","","",,,,,2,2.00,1,3,1,"… : global path-planning algorithms, local path-planning algorithms, and hybrid path-planning … Pehlivanoglu, ""An enhanced genetic algorithm for path planning of autonomous UAV in …","","https://scholar.google.com/scholar?q=related:m-3Jne6vEpEJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
0,"DTN Novel","Research Online",,"ro.uow.edu.au","","https://ro.uow.edu.au/ndownloader/files/50507622","",92,"2025-09-15 17:37:58","PDF","","","",,,,,0,0.00,0,1,,"… Amazon has an issued patent that describes how … path planning in data communication, we explore the following hypothesis. Suppose that in a drone logistics network, every drone has …","https://ro.uow.edu.au/ndownloader/files/50507622","https://scholar.google.com/scholar?q=related:Fr2m-IAqMWoJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
47,"IZ Biundini, MF Pinto, AG Melo, ALM Marcato, ...","A framework for coverage path planning optimization based on point cloud for structural inspection",2021,"Sensors","mdpi.com","https://www.mdpi.com/1424-8220/21/2/570","https://scholar.google.com/scholar?cites=17446196696714600915&as_sdt=2005&sciodt=2007&hl=en",40,"2025-09-15 17:37:58","HTML","","","",,,,,47,11.75,9,5,4,"… Path Planning algorithm that optimizes photometric characteristics such as intersection, intersection and incidence angle and UAV … do not have the mesh connectivity structure, and, …","https://www.mdpi.com/1424-8220/21/2/570","https://scholar.google.com/scholar?q=related:02FENXZXHfIJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
1181,"A Fotouhi, H Qiang, M Ding, M Hassan, ...","Survey on UAV cellular communications: Practical aspects, standardization advancements, regulation, and security challenges",2019,"… surveys &tutorials","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8675384/","https://scholar.google.com/scholar?cites=5924764277537465224&as_sdt=2005&sciodt=2007&hl=en",50,"2025-09-15 17:37:58","","","","",,,,,1181,196.83,236,5,6,"… to be considered by the UAV path planning optimizations as the mobility of UAV-BSs can … for UAV-assisted cellular communication. We believe that UAV cellular communication is at a …","https://arxiv.org/pdf/1809.01752","https://scholar.google.com/scholar?q=related:iGOLPLj9OFIJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
7,"GF Boland, Y Ma, JG Manweiler, ...","Method of optimized path planning for UAVs for the purpose of ground coverage",2022,"US Patent …","Google Patents","https://patents.google.com/patent/US11322031/en","https://scholar.google.com/scholar?cites=12800170370266137938&as_sdt=2005&sciodt=2007&hl=en",12,"2025-09-15 17:37:58","","","","",,,,,7,2.33,2,4,3,"… UAV unmanned aerial vehicle … a result of the heuristics for a shortest path planning, relative to the three-dimensional grid of points for control of an unmanned aerial vehicle (UAV). …","https://patentimages.storage.googleapis.com/3d/c6/1e/15a1fab92863e9/US11322031.pdf","https://scholar.google.com/scholar?q=related:UoUxMCJXo7EJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
633,"DE Ekhaguere, RE Annati, DL Gerlock, ...","Systems and methods for unmanned aerial vehicle navigation",2013,"US Patent …","Google Patents","https://patents.google.com/patent/US8543265B2/en","https://scholar.google.com/scholar?cites=3753312237194333536&as_sdt=2005&sciodt=2007&hl=en",49,"2025-09-15 17:37:58","","","","",,,,,633,52.75,158,4,12,"… , UAV 100 may store the input received from friendly UAV 430 and … information to another friendly UAV over a communication link. … of UAV and MAV design and operation, see US patent …","https://patentimages.storage.googleapis.com/4c/1b/c2/6f6bfe3001b8d6/US8543265.pdf","https://scholar.google.com/scholar?q=related:YE0YBZhxFjQJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
0,"RA Lopez, LC Macias, DG Gutierrez, JP Vilchis, ...","Drone path planning",2020,"US Patent …","Google Patents","https://patents.google.com/patent/US10768623B2/en","",57,"2025-09-15 17:37:58","","","","",,,,,0,0.00,0,5,5,"… Publications, patents, and patent documents referred to in this document are incorporated … In this document, the terms “a” or “an” are used, as is common in patent documents, to include …","https://patentimages.storage.googleapis.com/69/83/cf/fbb49961f4fb1e/US10768623.pdf","https://scholar.google.com/scholar?q=related:35W3-ZxsXT8J:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
3,"LUO He, G Wang, Z Liang, X Hu, Y Shanlin, ...","Method and apparatus for joint optimization of multi-UAV task assignment and path planning",2018,"US Patent …","Google Patents","https://patents.google.com/patent/US10140875B1/en","https://scholar.google.com/scholar?cites=12450088191815608467&as_sdt=2005&sciodt=2007&hl=en",75,"2025-09-15 17:37:58","","","","",,,,,3,0.43,1,6,7,"… assignment and path planning constrained by a … UAV task assignment, path planning and flight control it is the main tasks of the current UAV research in terms of how to reduce the UAV …","https://patentimages.storage.googleapis.com/5c/08/32/076979922d6732/US10140875.pdf","https://scholar.google.com/scholar?q=related:k2h0Pz-Zx6wJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
24,"H Sharma, S SHAILENDRA, ...","Computer implemented system and method for providing robust communication links to unmanned aerial vehicles",2019,"US Patent …","Google Patents","https://patents.google.com/patent/US10255817B2/en","https://scholar.google.com/scholar?cites=13666171852311850568&as_sdt=2005&sciodt=2007&hl=en",81,"2025-09-15 17:37:58","","","","",,,,,24,4.00,8,3,6,"US10255817B2 - Computer implemented system and method for providing robust communication links to unmanned aerial vehicles - Google Patents US10255817B2 - Computer …","https://patentimages.storage.googleapis.com/1d/90/b9/0b0fcdd35cede8/US10255817.pdf","https://scholar.google.com/scholar?q=related:SG59qOT-p70J:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
13,"J Tseng, B Edwards","Ducted rotor unmanned aerial vehicles",2018,"US Patent 10,017,249","Google Patents","https://patents.google.com/patent/US10017249B1/en","https://scholar.google.com/scholar?cites=6608933353244904357&as_sdt=2005&sciodt=2007&hl=en",86,"2025-09-15 17:37:58","","","","",,,,,13,1.86,7,2,7,"… using the UAV; performing path planning to navigate the UAV to … least one camera on the UAV when the UAV is posed in one … UAV can utilize any of a variety of wireless communication …","https://patentimages.storage.googleapis.com/a0/5a/3e/f3806292892952/US10017249.pdf","https://scholar.google.com/scholar?q=related:pctkgN6lt1sJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
17,"KM Yang, CK Chang, TM Liu","Path planning method and related navigation device",2020,"US Patent 10,635,913","Google Patents","https://patents.google.com/patent/US10635913B2/en","https://scholar.google.com/scholar?cites=11318826352499933330&as_sdt=2005&sciodt=2007&hl=en",62,"2025-09-15 17:37:58","","","","",,,,,17,3.40,6,3,5,"… be applied to the UAV, the path planning function utilizes the stripes … a path planning function includes an data communication unit and a computing processor. The data communication …","https://patentimages.storage.googleapis.com/72/51/bc/dd2694b7456d65/US10635913.pdf","https://scholar.google.com/scholar?q=related:ksAWD5mMFJ0J:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
9,"H Huang, K Xie","UAV flight path generating method and device",2020,"US Patent 10,663,300","Google Patents","https://patents.google.com/patent/US10663300B2/en","https://scholar.google.com/scholar?cites=2118033466691586192&as_sdt=2005&sciodt=2007&hl=en",38,"2025-09-15 17:37:58","","","","",,,,,9,1.80,5,2,5,"… a flight path of a UAV, so we can reduce the difficulty in controlling the flight of the UAV. An embodiment of the present invention provides a method for generating a UAV flight path, …","https://patentimages.storage.googleapis.com/b9/95/17/0a20b1aa45d99f/US10663300.pdf","https://scholar.google.com/scholar?q=related:kIiKVDfEZB0J:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
8,"H Sharma, TK SEBASTIAN, ...","Distance and communication costs based aerial path planning",2020,"US Patent 10,692,385","Google Patents","https://patents.google.com/patent/US10692385B2/en","https://scholar.google.com/scholar?cites=11099647137950013754&as_sdt=2005&sciodt=2007&hl=en",31,"2025-09-15 17:37:58","","","","",,,,,8,1.60,3,3,5,"US10692385B2 - Distance and communication costs based aerial path planning - Google Patents US10692385B2 - Distance and communication costs based aerial path planning - …","https://patentimages.storage.googleapis.com/12/4e/dd/06ac494cea4bbe/US10692385.pdf","https://scholar.google.com/scholar?q=related:OhmxdUPeCZoJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
15,"X Cao, X Zhenyu, P Yang, C Yin, X Xi, ...","Joint search method for UAV multiobjective path planning in urban low altitude environment",2020,"US Patent 10,706,729","Google Patents","https://patents.google.com/patent/US10706729B2/en","https://scholar.google.com/scholar?cites=14413648499633794187&as_sdt=2005&sciodt=2007&hl=en",9,"2025-09-15 17:37:58","","","","",,,,,15,3.00,3,6,5,"… a complete process of UAV path planning, this invention describes a UAV path planning system. … Online path planning module includes a communication module and a path replanning …","https://patentimages.storage.googleapis.com/22/50/99/a9ab2ba648d23f/US10706729.pdf","https://scholar.google.com/scholar?q=related:i6wDkvGQB8gJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
77,"X Hu, A Liu, L ZHANG, K Tang","Systems and methods for UAV path planning and control",2020,"US Patent 10,860,040","Google Patents","https://patents.google.com/patent/US10860040B2/en","https://scholar.google.com/scholar?cites=14314893731463600161&as_sdt=2005&sciodt=2007&hl=en",15,"2025-09-15 17:37:58","","","","",,,,,77,15.40,19,4,5,"… for the UAV, and one or more motion characteristics of the UAV at … path for the UAV from a position of the UAV to the reference … a single communication link or multiple different types of …","https://patentimages.storage.googleapis.com/0d/eb/bc/70247339bcbf6f/US10860040.pdf","https://scholar.google.com/scholar?q=related:IZhaVQG4qMYJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
18,"M Delaney, B Ward, MR Conde, WJ Green","Drone flight optimization using drone-to-drone permissioning",2021,"US Patent 11,183,071","Google Patents","https://patents.google.com/patent/US11183071B2/en","https://scholar.google.com/scholar?cites=13706911888437860519&as_sdt=2005&sciodt=2007&hl=en",44,"2025-09-15 17:37:58","","","","",,,,,18,4.50,5,4,4,"… the appropriate communication interfaces for drone-to-drone communication where each … appropriate communication interfaces for drone-to-drone communication where each drone is …","https://patentimages.storage.googleapis.com/a0/26/1b/7434ecbdeba760/US11183071.pdf","https://scholar.google.com/scholar?q=related:p9jqfb27OL4J:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
9,"GS Sachdeva, R Yechangunja","System and method for optimizing unmanned aerial vehicle based warehouse management",2022,"US Patent 11,430,341","Google Patents","https://patents.google.com/patent/US11430341B2/en","https://scholar.google.com/scholar?cites=415107484743948401&as_sdt=2005&sciodt=2007&hl=en",74,"2025-09-15 17:37:58","","","","",,,,,9,3.00,5,2,3,"… a system for generating optimized path for an Unmanned Aerial Vehicle (UAV) for warehouse … stored in the memory, and a path planning engine in communication with the processor. …","https://patentimages.storage.googleapis.com/4e/bc/47/01bfd2ada9f58c/US11430341.pdf","https://scholar.google.com/scholar?q=related:cdjE2w7CwgUJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
2,"L Li, F He, L Zhang","Grid based path search method for UAV delivery operations in urban environment",2024,"US Patent 11,915,599","Google Patents","https://patents.google.com/patent/US11915599B2/en","https://scholar.google.com/scholar?cites=8561763973270360834&as_sdt=2005&sciodt=2007&hl=en",93,"2025-09-15 17:37:58","","","","",,,,,2,2.00,1,3,1,"… a three-dimensional path planning method for unmanned aerial vehicles in the context of autonomous delivery operations based on an any-angle path planning algorithm to search for …","","https://scholar.google.com/scholar?q=related:AlOEtfh-0XYJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
0,"S Bigdeli, T Javidi, K Alikhani","Multi-drone/sensor platform with information lateralization and federated path planning",2024,"US Patent 12,007,791","Google Patents","https://patents.google.com/patent/US12007791B2/en","",56,"2025-09-15 17:37:58","","","","",,,,,0,0.00,0,3,1,"US12007791B2 - Multi-drone/sensor platform with information lateralization and federated path planning - Google Patents US12007791B2 - Multi-drone/sensor platform with …","","https://scholar.google.com/scholar?q=related:I0fxK0JVs4kJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
0,"R Singh","UAV system emergency path planning on communication failure",2024,"US Patent 12,008,910","Google Patents","https://patents.google.com/patent/US12008910B2/en","",46,"2025-09-15 17:37:58","","","","",,,,,0,0.00,0,1,1,"… safe, and fast UAV emergency path planning that does not have shortcomings of conventional … UAV path planning method for events involving loss of communication with home location. …","https://patentimages.storage.googleapis.com/7f/4b/49/50a1c61fdea4a0/US12008910.pdf","https://scholar.google.com/scholar?q=related:7EzaqMGi2TgJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
2,"J Huang","Unmanned aerial vehicle path planning method and apparatus and unmanned aerial vehicle",2024,"US Patent 12,025,996","Google Patents","https://patents.google.com/patent/US12025996B2/en","https://scholar.google.com/scholar?cites=6058642603425197248&as_sdt=2005&sciodt=2007&hl=en",68,"2025-09-15 17:37:58","","","","",,,,,2,2.00,2,1,1,"… of the present application relate to the technical field of robot control, and in particular, to an unmanned aerial vehicle (UAV) path planning method and apparatus and a UAV. The …","","https://scholar.google.com/scholar?q=related:wOw0BlmfFFQJ:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
2,"S James","Optimizing aircraft path planning",2024,"US Patent 12,051,335","Google Patents","https://patents.google.com/patent/US12051335B2/en","https://scholar.google.com/scholar?cites=11496305486497707969&as_sdt=2005&sciodt=2007&hl=en",97,"2025-09-15 17:37:58","","","","",,,,,2,2.00,2,1,1,"… (UAV) into the common airspace further drives the need for an automated approach to aviation path planning. … The transceiver(s) may utilize communication protocols in order to transmit …","https://patentimages.storage.googleapis.com/21/45/e5/8de2b647378949/US12051335.pdf","https://scholar.google.com/scholar?q=related:wfcREO4Ui58J:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
0,"X Zhang, Y Li, Y Zhu","Method for UAV path planning in urban airspace based on safe reinforcement learning",2025,"US Patent 12,248,327","Google Patents","https://patents.google.com/patent/US12248327B1/en","",59,"2025-09-15 17:37:58","","","","",,,,,0,0.00,0,3,1,"US12248327B1 - Method for UAV path planning in urban airspace based on safe reinforcement learning - Google Patents US12248327B1 - Method for UAV path planning in urban …","https://patentimages.storage.googleapis.com/56/b8/89/325323acc82d00/US12248327.pdf","https://scholar.google.com/scholar?q=related:CdxlVHINS_0J:scholar.google.com/&scioq=uav%7Cdrone+%22waypoint+optimization%22%7C%22path+planning%22+%22signal+strength%22%7Cconnectivity%7Ccommunication+%22patent%22%7C%22patents%22+%22application%22%7C%22grant%22%7C%22publication%22%7C%22number%22%7C%22wo%22%7C%22us%22%7C%22cn%22%7C%22ep%22&hl=en&as_sdt=2007&as_vis=1"
